Carcass,Unit,Visibility,GroundCover,Season,HabitatType,Split,Size,DateFound
2015,5,L,A,WS,HT1,C2,M,1/13/2017
2016,5,L,A,WS,HT1,C2,M,1/15/2017
2017,5,L,A,WS,HT1,C2,M,1/15/2017
2018,5,L,A,WS,HT2,C1,M,1/15/2017
2019,5,L,A,WS,HT2,C1,M,1/15/2017
2020,5,L,A,WS,HT2,C1,M,1/15/2017
2021,5,L,A,WS,HT2,C1,M,1/19/2017
2022,5,L,A,WS,HT2,C1,M,1/19/2017
2023,5,L,A,WS,HT2,C1,M,1/19/2017
2024,5,L,A,WS,HT2,C2,M,1/19/2017
2025,5,L,A,WS,HT2,C2,M,1/19/2017
2026,5,L,A,WS,HT2,C2,M,1/19/2017
2027,5,L,A,WS,HT2,C2,M,1/21/2017
2028,5,L,B,SF,HT1,C1,M,1/21/2017
2029,5,L,B,SF,HT1,C1,M,1/21/2017
2030,5,L,B,SF,HT1,C1,M,1/21/2017
2031,5,L,B,SF,HT2,C1,M,1/21/2017
2032,5,L,B,SF,HT2,C1,M,1/21/2017
2033,5,L,B,SF,HT2,C1,M,1/21/2017
2034,5,L,B,SF,HT2,C1,M,1/23/2017
2035,5,L,B,SF,HT2,C1,M,1/23/2017
2036,5,L,B,SF,HT2,C1,M,1/23/2017
2037,5,L,B,SF,HT2,C2,M,1/23/2017
2038,5,L,B,SF,HT2,C2,M,1/23/2017
2039,5,L,B,SF,HT2,C2,M,1/23/2017
2040,5,L,B,SF,HT2,C2,M,1/23/2017
2041,5,L,B,WS,HT1,C2,M,1/23/2017
2042,5,L,B,WS,HT1,C2,M,1/23/2017
2043,5,L,B,WS,HT1,C2,M,1/23/2017
2044,5,L,B,WS,HT1,C2,M,1/25/2017
2045,5,L,B,WS,HT2,C1,M,1/25/2017
2046,5,L,B,WS,HT2,C1,M,1/25/2017
2047,5,L,B,WS,HT2,C1,M,1/25/2017
2048,5,L,B,WS,HT2,C1,M,1/25/2017
2049,5,L,B,WS,HT2,C2,M,1/25/2017
2050,5,L,B,WS,HT2,C2,M,1/25/2017
2051,5,L,B,WS,HT2,C2,M,1/25/2017
2052,5,L,B,WS,HT2,C2,M,1/25/2017
2053,5,M,A,SF,HT1,C1,M,1/27/2017
2054,5,M,A,SF,HT1,C1,M,1/27/2017
2055,5,M,A,SF,HT1,C1,M,1/27/2017
2056,5,M,A,SF,HT1,C1,M,1/27/2017
2057,5,M,A,SF,HT2,C2,M,1/27/2017
2058,5,M,A,SF,HT2,C2,M,1/27/2017
2059,5,M,A,SF,HT2,C2,M,1/3/2017
2060,5,M,A,SF,HT2,C2,M,1/3/2017
2061,5,M,A,WS,HT1,C2,M,1/3/2017
2062,5,M,A,WS,HT1,C2,M,1/3/2017
2063,5,M,A,WS,HT1,C2,M,1/3/2017
2064,5,M,A,WS,HT1,C2,M,1/31/2017
2065,5,M,A,WS,HT2,C2,M,1/31/2017
2066,5,M,A,WS,HT2,C2,M,1/31/2017
2067,5,M,A,WS,HT2,C2,M,1/31/2017
2068,5,M,B,SF,HT1,C1,M,1/31/2017
2069,5,M,B,SF,HT1,C1,M,1/31/2017
2070,5,M,B,SF,HT1,C1,M,1/31/2017
2071,5,M,B,SF,HT1,C1,M,1/5/2017
2072,5,M,B,SF,HT1,C1,M,1/5/2017
2073,5,M,B,SF,HT2,C1,M,1/5/2017
2074,5,M,B,SF,HT2,C1,M,1/5/2017
2075,5,M,B,SF,HT2,C1,M,1/5/2017
2076,5,M,B,SF,HT2,C2,M,1/5/2017
2077,5,M,B,SF,HT2,C2,M,1/5/2017
2078,5,M,B,SF,HT2,C2,M,1/5/2017
2079,5,M,B,SF,HT2,C2,M,1/5/2017
2080,5,M,B,WS,HT2,C1,M,1/7/2017
2081,5,M,B,WS,HT2,C1,M,1/7/2017
2082,5,M,B,WS,HT2,C1,M,1/7/2017
2083,5,M,B,WS,HT2,C2,M,1/7/2017
2084,5,M,B,WS,HT2,C2,M,1/7/2017
2085,5,M,B,WS,HT2,C2,M,1/9/2017
2086,5,M,B,WS,HT2,C2,M,1/9/2017
2087,5,M,B,WS,HT2,C2,M,1/9/2017
2088,5,M,B,WS,HT2,C2,M,1/9/2017
2089,5,H,A,SF,HT1,C2,M,2/10/2017
2090,5,H,A,SF,HT1,C2,M,2/10/2017
2091,5,H,A,SF,HT1,C2,M,2/10/2017
2092,5,H,A,SF,HT1,C2,M,2/10/2017
2093,5,H,A,WS,HT1,C1,M,2/10/2017
2094,5,H,A,WS,HT1,C1,M,2/10/2017
2095,5,H,A,WS,HT1,C1,M,2/10/2017
2096,5,H,A,WS,HT1,C1,M,2/10/2017
2097,5,H,A,WS,HT1,C2,M,2/10/2017
2098,5,H,A,WS,HT1,C2,M,2/10/2017
2099,5,H,A,WS,HT1,C2,M,2/10/2017
2100,5,H,A,WS,HT1,C2,M,2/10/2017
2101,5,H,A,WS,HT1,C2,M,2/12/2017
2102,5,H,A,WS,HT2,C1,M,2/12/2017
2103,5,H,A,WS,HT2,C1,M,2/12/2017
2104,5,H,A,WS,HT2,C1,M,2/12/2017
2105,5,H,A,WS,HT2,C1,M,2/12/2017
2106,5,H,A,WS,HT2,C2,M,2/12/2017
2107,5,H,A,WS,HT2,C2,M,2/12/2017
2108,5,H,A,WS,HT2,C2,M,2/12/2017
2109,5,H,A,WS,HT2,C2,M,2/14/2017
2110,5,H,B,SF,HT1,C2,M,2/14/2017
2111,5,H,B,SF,HT1,C2,M,2/14/2017
2112,5,H,B,SF,HT1,C2,M,2/14/2017
2113,5,H,B,SF,HT1,C2,M,2/14/2017
2114,5,H,B,SF,HT2,C2,M,2/14/2017
2115,5,H,B,SF,HT2,C2,M,2/14/2017
2116,5,H,B,SF,HT2,C2,M,2/14/2017
2117,5,H,B,WS,HT1,C1,M,2/16/2017
2118,5,H,B,WS,HT1,C1,M,2/16/2017
2119,5,H,B,WS,HT1,C1,M,2/16/2017
2120,5,H,B,WS,HT1,C2,M,2/16/2017
2121,5,H,B,WS,HT1,C2,M,2/16/2017
2122,5,H,B,WS,HT1,C2,M,2/16/2017
2123,5,H,B,WS,HT1,C2,M,2/16/2017
2124,5,H,B,WS,HT1,C2,M,2/16/2017
2125,5,L,A,SF,HT1,C1,S,1/1/2017
2126,5,L,A,SF,HT1,C1,S,1/1/2017
2127,5,L,A,SF,HT1,C1,S,1/1/2017
2128,5,L,A,SF,HT1,C1,S,1/1/2017
2129,5,L,A,SF,HT1,C1,S,1/1/2017
2130,5,L,A,SF,HT1,C2,S,1/1/2017
2131,5,L,A,SF,HT1,C2,S,1/1/2017
2132,5,L,A,SF,HT1,C2,S,1/1/2017
2133,5,L,A,SF,HT1,C2,S,1/11/2017
2134,5,L,A,SF,HT1,C2,S,1/11/2017
2135,5,L,A,SF,HT1,C2,S,1/11/2017
2136,5,L,A,SF,HT2,C2,S,1/11/2017
2137,5,L,A,SF,HT2,C2,S,1/11/2017
2138,5,L,A,SF,HT2,C2,S,1/11/2017
2139,5,L,A,SF,HT2,C2,S,1/11/2017
2140,5,L,A,WS,HT1,C1,S,1/11/2017
2141,5,L,A,WS,HT1,C1,S,1/11/2017
2142,5,L,A,WS,HT1,C1,S,1/13/2017
2143,5,L,A,WS,HT1,C2,S,1/13/2017
2144,5,L,A,WS,HT1,C2,S,1/13/2017
2145,5,L,A,WS,HT1,C2,S,1/13/2017
2146,5,L,A,WS,HT1,C2,S,1/13/2017
2147,5,L,A,WS,HT2,C1,S,1/15/2017
2148,5,L,A,WS,HT2,C1,S,1/15/2017
2149,5,L,A,WS,HT2,C1,S,1/15/2017
2150,5,L,A,WS,HT2,C1,S,1/15/2017
2151,5,L,A,WS,HT2,C1,S,1/15/2017
2152,5,L,A,WS,HT2,C1,S,1/15/2017
2153,5,L,A,WS,HT2,C2,S,1/15/2017
2154,5,L,A,WS,HT2,C2,S,1/15/2017
2155,5,L,A,WS,HT2,C2,S,1/15/2017
2156,5,L,A,WS,HT2,C2,S,1/15/2017
2157,5,L,B,SF,HT1,C1,S,1/19/2017
2158,5,L,B,SF,HT1,C1,S,1/19/2017
2159,5,L,B,SF,HT1,C1,S,1/19/2017
2160,5,L,B,SF,HT1,C1,S,1/19/2017
2161,5,L,B,SF,HT1,C1,S,1/19/2017
2162,5,L,B,SF,HT2,C1,S,1/21/2017
2163,5,L,B,SF,HT2,C1,S,1/21/2017
2164,5,L,B,SF,HT2,C1,S,1/21/2017
2165,5,L,B,SF,HT2,C1,S,1/21/2017
2166,5,L,B,SF,HT2,C1,S,1/21/2017
2167,5,L,B,SF,HT2,C2,S,1/21/2017
2168,5,L,B,SF,HT2,C2,S,1/21/2017
2169,5,L,B,SF,HT2,C2,S,1/21/2017
2170,5,L,B,SF,HT2,C2,S,1/23/2017
2171,5,L,B,SF,HT2,C2,S,1/23/2017
2172,5,L,B,SF,HT2,C2,S,1/23/2017
2173,5,L,B,WS,HT1,C2,S,1/25/2017
2174,5,L,B,WS,HT1,C2,S,1/25/2017
2175,5,L,B,WS,HT1,C2,S,1/25/2017
2176,5,L,B,WS,HT1,C2,S,1/25/2017
2177,5,L,B,WS,HT2,C1,S,1/25/2017
2178,5,L,B,WS,HT2,C1,S,1/25/2017
2179,5,L,B,WS,HT2,C1,S,1/25/2017
2180,5,L,B,WS,HT2,C1,S,1/25/2017
2181,5,L,B,WS,HT2,C1,S,1/25/2017
2182,5,L,B,WS,HT2,C1,S,1/27/2017
2183,5,L,B,WS,HT2,C2,S,1/27/2017
2184,5,L,B,WS,HT2,C2,S,1/27/2017
2185,5,L,B,WS,HT2,C2,S,1/27/2017
2186,5,M,A,SF,HT1,C1,S,1/3/2017
2187,5,M,A,SF,HT1,C1,S,1/3/2017
2188,5,M,A,SF,HT1,C1,S,1/3/2017
2189,5,M,A,SF,HT1,C1,S,1/31/2017
2190,5,M,A,SF,HT2,C1,S,1/31/2017
2191,5,M,A,SF,HT2,C1,S,1/31/2017
2192,5,M,A,SF,HT2,C1,S,1/31/2017
2193,5,M,A,SF,HT2,C1,S,1/31/2017
2194,5,M,A,SF,HT2,C1,S,1/31/2017
2195,5,M,A,SF,HT2,C2,S,1/31/2017
2196,5,M,A,SF,HT2,C2,S,1/31/2017
2197,5,M,A,SF,HT2,C2,S,1/31/2017
2198,5,M,A,SF,HT2,C2,S,1/31/2017
2199,5,M,A,WS,HT1,C1,S,1/5/2017
2200,5,M,A,WS,HT1,C1,S,1/5/2017
2201,5,M,A,WS,HT1,C1,S,1/5/2017
2202,5,M,A,WS,HT1,C2,S,1/5/2017
2203,5,M,A,WS,HT1,C2,S,1/5/2017
2204,5,M,A,WS,HT1,C2,S,1/7/2017
2205,5,M,A,WS,HT1,C2,S,1/7/2017
2206,5,M,A,WS,HT2,C1,S,1/7/2017
2207,5,M,A,WS,HT2,C1,S,1/7/2017
2208,5,M,A,WS,HT2,C1,S,1/7/2017
2209,5,M,A,WS,HT2,C1,S,1/7/2017
2210,5,M,A,WS,HT2,C1,S,1/9/2017
2211,5,M,A,WS,HT2,C1,S,1/9/2017
2212,5,M,A,WS,HT2,C2,S,1/9/2017
2213,5,M,A,WS,HT2,C2,S,1/9/2017
2214,5,M,A,WS,HT2,C2,S,1/9/2017
2215,5,M,B,SF,HT1,C1,S,1/9/2017
2216,5,M,B,SF,HT1,C1,S,1/9/2017
2217,5,M,B,SF,HT1,C1,S,1/9/2017
2218,5,M,B,SF,HT2,C1,S,2/10/2017
2219,5,M,B,SF,HT2,C1,S,2/10/2017
2220,5,M,B,SF,HT2,C1,S,2/10/2017
2221,5,M,B,SF,HT2,C1,S,2/10/2017
2222,5,M,B,SF,HT2,C1,S,2/10/2017
2223,5,M,B,SF,HT2,C2,S,2/10/2017
2224,5,M,B,SF,HT2,C2,S,2/12/2017
2225,5,M,B,SF,HT2,C2,S,2/12/2017
2226,5,M,B,SF,HT2,C2,S,2/12/2017
2227,5,M,B,SF,HT2,C2,S,2/12/2017
2228,5,M,B,WS,HT2,C1,S,2/14/2017
2229,5,M,B,WS,HT2,C1,S,2/14/2017
2230,5,M,B,WS,HT2,C1,S,2/14/2017
2231,5,M,B,WS,HT2,C2,S,2/14/2017
2232,5,M,B,WS,HT2,C2,S,2/14/2017
2233,5,M,B,WS,HT2,C2,S,2/14/2017
2234,5,H,A,SF,HT1,C2,S,2/14/2017
2235,5,H,A,SF,HT1,C2,S,2/14/2017
2236,5,H,A,SF,HT1,C2,S,2/14/2017
2237,5,H,A,SF,HT1,C2,S,2/14/2017
2238,5,H,A,SF,HT1,C2,S,2/14/2017
2239,5,H,A,WS,HT1,C1,S,2/16/2017
2240,5,H,A,WS,HT1,C1,S,2/16/2017
2241,5,H,A,WS,HT1,C1,S,2/16/2017
2242,5,H,A,WS,HT1,C1,S,2/16/2017
2243,5,H,A,WS,HT1,C2,S,2/16/2017
2244,5,H,A,WS,HT1,C2,S,2/16/2017
2245,5,H,A,WS,HT1,C2,S,2/16/2017
2246,5,H,A,WS,HT2,C1,S,2/16/2017
2247,5,H,A,WS,HT2,C1,S,2/16/2017
2248,5,H,A,WS,HT2,C1,S,2/18/2017
2249,5,H,A,WS,HT2,C1,S,2/18/2017
2250,5,H,A,WS,HT2,C1,S,2/18/2017
2251,5,H,A,WS,HT2,C2,S,2/18/2017
2252,5,H,A,WS,HT2,C2,S,2/18/2017
2253,5,H,A,WS,HT2,C2,S,2/18/2017
2254,5,H,B,SF,HT1,C2,S,2/18/2017
2255,5,H,B,SF,HT1,C2,S,2/18/2017
2256,5,H,B,SF,HT1,C2,S,2/18/2017
2257,5,H,B,SF,HT2,C2,S,2/18/2017
2258,5,H,B,SF,HT2,C2,S,2/18/2017
2259,5,H,B,SF,HT2,C2,S,2/18/2017
2260,5,H,B,WS,HT1,C1,S,2/2/2017
2261,5,H,B,WS,HT1,C1,S,2/2/2017
2262,5,H,B,WS,HT1,C1,S,2/2/2017
2263,5,H,B,WS,HT1,C2,S,2/2/2017
2264,5,H,B,WS,HT1,C2,S,2/2/2017
2265,5,H,B,WS,HT1,C2,S,2/20/2017
2266,5,H,B,WS,HT1,C2,S,2/20/2017
2267,1,L,A,SF,HT1,C1,XL,2/12/2017
2268,1,L,A,SF,HT1,C1,XL,2/12/2017
2269,1,L,A,SF,HT1,C1,XL,2/12/2017
2270,1,L,A,SF,HT1,C1,XL,2/12/2017
2271,1,L,A,SF,HT1,C1,XL,2/12/2017
2272,1,L,B,SF,HT1,C1,XL,2/12/2017
2273,1,L,B,SF,HT1,C1,XL,2/12/2017
2274,1,L,B,SF,HT1,C1,XL,2/19/2017
2275,1,L,B,SF,HT1,C1,XL,2/19/2017
2276,1,L,B,SF,HT1,C1,XL,2/19/2017
2277,1,L,B,SF,HT1,C1,XL,2/19/2017
2278,1,L,B,SF,HT1,C1,XL,2/19/2017
2279,1,L,B,SF,HT1,C1,XL,2/19/2017
2280,1,M,A,SF,HT1,C2,XL,2/19/2017
2281,1,M,A,SF,HT1,C2,XL,2/19/2017
2282,1,M,A,SF,HT1,C2,XL,2/19/2017
2283,1,M,A,SF,HT1,C2,XL,2/19/2017
2284,1,M,A,SF,HT1,C2,XL,2/19/2017
2285,1,M,A,SF,HT1,C2,XL,2/19/2017
2286,1,M,A,SF,HT2,C1,XL,2/19/2017
2287,1,M,A,SF,HT2,C1,XL,2/19/2017
2288,1,M,A,SF,HT2,C1,XL,2/19/2017
2289,1,M,A,SF,HT2,C1,XL,2/19/2017
2290,1,M,A,SF,HT2,C1,XL,2/19/2017
2291,1,M,A,SF,HT2,C1,XL,2/19/2017
2292,1,M,A,SF,HT2,C1,XL,2/26/2017
2293,1,M,A,SF,HT2,C1,XL,2/26/2017
2294,1,M,A,WS,HT1,C1,XL,2/26/2017
2295,1,M,A,WS,HT1,C1,XL,2/26/2017
2296,1,M,A,WS,HT1,C1,XL,2/26/2017
2297,1,M,A,WS,HT1,C1,XL,2/26/2017
2298,1,M,A,WS,HT1,C1,XL,2/26/2017
2299,1,M,A,WS,HT1,C1,XL,2/26/2017
2300,1,M,A,WS,HT1,C2,XL,2/26/2017
2301,1,M,A,WS,HT1,C2,XL,2/26/2017
2302,1,M,A,WS,HT1,C2,XL,2/26/2017
2303,1,M,A,WS,HT1,C2,XL,2/26/2017
2304,1,M,A,WS,HT1,C2,XL,2/26/2017
2305,1,M,A,WS,HT1,C2,XL,2/26/2017
2306,1,M,A,WS,HT1,C2,XL,2/26/2017
2307,1,M,A,WS,HT2,C2,XL,2/26/2017
2308,1,M,A,WS,HT2,C2,XL,2/26/2017
2309,1,M,A,WS,HT2,C2,XL,2/26/2017
2310,1,M,A,WS,HT2,C2,XL,2/26/2017
2311,1,M,A,WS,HT2,C2,XL,2/26/2017
2312,1,M,A,WS,HT2,C2,XL,2/26/2017
2313,1,M,B,SF,HT1,C1,XL,2/26/2017
2314,1,M,B,SF,HT1,C1,XL,2/26/2017
2315,1,M,B,SF,HT1,C1,XL,2/26/2017
2316,1,M,B,SF,HT1,C1,XL,2/26/2017
2317,1,M,B,SF,HT1,C1,XL,2/5/2017
2318,1,M,B,SF,HT1,C1,XL,2/5/2017
2319,1,M,B,SF,HT1,C1,XL,2/5/2017
2320,1,M,B,SF,HT1,C1,XL,2/5/2017
2321,1,M,B,SF,HT2,C1,XL,2/5/2017
2322,1,M,B,SF,HT2,C1,XL,2/5/2017
2323,1,M,B,SF,HT2,C1,XL,2/5/2017
2324,1,M,B,SF,HT2,C1,XL,2/5/2017
2325,1,M,B,SF,HT2,C1,XL,2/5/2017
2326,1,M,B,SF,HT2,C1,XL,2/5/2017
2327,1,M,B,SF,HT2,C1,XL,2/5/2017
2328,1,M,B,WS,HT1,C1,XL,2/5/2017
2329,1,M,B,WS,HT1,C1,XL,2/5/2017
2330,1,M,B,WS,HT1,C1,XL,2/5/2017
2331,1,M,B,WS,HT1,C1,XL,2/5/2017
2332,1,M,B,WS,HT1,C1,XL,2/5/2017
2333,1,M,B,WS,HT1,C1,XL,3/12/2017
2334,1,M,B,WS,HT1,C2,XL,3/12/2017
2335,1,M,B,WS,HT1,C2,XL,3/12/2017
2336,1,M,B,WS,HT1,C2,XL,3/12/2017
2337,1,M,B,WS,HT1,C2,XL,3/12/2017
2338,1,M,B,WS,HT1,C2,XL,3/12/2017
2339,1,H,A,SF,HT2,C1,XL,3/12/2017
2340,1,H,A,SF,HT2,C1,XL,3/12/2017
2341,1,H,A,SF,HT2,C1,XL,3/12/2017
2342,1,H,A,SF,HT2,C1,XL,3/12/2017
2343,1,H,A,SF,HT2,C1,XL,3/12/2017
2344,1,H,A,SF,HT2,C1,XL,3/12/2017
2345,1,H,A,SF,HT2,C1,XL,3/12/2017
2346,1,H,A,SF,HT2,C1,XL,3/12/2017
2347,1,H,A,SF,HT2,C2,XL,3/12/2017
2348,1,H,A,SF,HT2,C2,XL,3/12/2017
2349,1,H,A,SF,HT2,C2,XL,3/12/2017
2350,1,H,A,SF,HT2,C2,XL,3/12/2017
2351,1,H,A,SF,HT2,C2,XL,3/12/2017
2352,1,H,A,SF,HT2,C2,XL,3/12/2017
2353,1,H,A,SF,HT2,C2,XL,3/12/2017
2354,1,H,A,SF,HT2,C2,XL,3/19/2017
2355,1,H,A,WS,HT1,C1,XL,3/19/2017
2356,1,H,A,WS,HT1,C1,XL,3/19/2017
2357,1,H,A,WS,HT1,C1,XL,3/19/2017
2358,1,H,A,WS,HT1,C1,XL,3/19/2017
2359,1,H,A,WS,HT1,C1,XL,3/19/2017
2360,1,H,A,WS,HT1,C2,XL,3/19/2017
2361,1,H,A,WS,HT1,C2,XL,3/19/2017
2362,1,H,A,WS,HT1,C2,XL,3/19/2017
2363,1,H,A,WS,HT1,C2,XL,3/19/2017
2364,1,H,A,WS,HT1,C2,XL,3/19/2017
2365,1,H,A,WS,HT1,C2,XL,3/19/2017
2366,1,H,A,WS,HT2,C2,XL,3/19/2017
2367,1,H,A,WS,HT2,C2,XL,3/26/2017
2368,1,H,A,WS,HT2,C2,XL,3/26/2017
2369,1,H,A,WS,HT2,C2,XL,3/26/2017
2370,1,H,A,WS,HT2,C2,XL,3/26/2017
2371,1,H,A,WS,HT2,C2,XL,3/26/2017
2372,1,H,A,WS,HT2,C2,XL,3/26/2017
2373,1,H,A,WS,HT2,C2,XL,3/26/2017
2374,1,H,B,SF,HT1,C1,XL,3/26/2017
2375,1,H,B,SF,HT1,C1,XL,3/26/2017
2376,1,H,B,SF,HT1,C1,XL,3/26/2017
2377,1,H,B,SF,HT1,C1,XL,3/26/2017
2378,1,H,B,SF,HT1,C1,XL,3/26/2017
2379,1,H,B,SF,HT1,C1,XL,3/26/2017
2380,1,H,B,SF,HT2,C2,XL,3/26/2017
2381,1,H,B,SF,HT2,C2,XL,3/26/2017
2382,1,H,B,SF,HT2,C2,XL,3/26/2017
2383,1,H,B,SF,HT2,C2,XL,3/26/2017
2384,1,H,B,SF,HT2,C2,XL,3/26/2017
2385,1,H,B,SF,HT2,C2,XL,3/26/2017
2386,1,H,B,SF,HT2,C2,XL,3/26/2017
2387,1,H,B,SF,HT2,C2,XL,3/26/2017
2388,1,H,B,WS,HT1,C1,XL,3/26/2017
2389,1,H,B,WS,HT1,C1,XL,3/26/2017
2390,1,H,B,WS,HT1,C1,XL,3/26/2017
2391,1,H,B,WS,HT1,C1,XL,3/26/2017
2392,1,H,B,WS,HT1,C1,XL,3/5/2017
2393,1,H,B,WS,HT2,C2,XL,3/5/2017
2394,1,H,B,WS,HT2,C2,XL,3/5/2017
2395,1,H,B,WS,HT2,C2,XL,3/5/2017
2396,1,H,B,WS,HT2,C2,XL,3/5/2017
2397,1,H,B,WS,HT2,C2,XL,3/5/2017
2398,1,H,B,WS,HT2,C2,XL,3/5/2017
2399,1,H,B,WS,HT2,C2,XL,3/5/2017
2400,1,L,A,SF,HT1,C1,L,2/12/2017
2401,1,L,A,SF,HT1,C1,L,2/12/2017
2402,1,L,A,SF,HT1,C1,L,2/12/2017
2403,1,L,A,SF,HT1,C1,L,2/12/2017
2404,1,L,A,SF,HT1,C1,L,2/19/2017
2405,1,L,A,SF,HT1,C1,L,2/19/2017
2406,1,M,A,WS,HT1,C2,L,2/19/2017
2407,1,M,A,WS,HT1,C2,L,2/19/2017
2408,1,M,A,WS,HT1,C2,L,2/19/2017
2409,1,M,A,WS,HT1,C2,L,2/19/2017
2410,1,M,A,WS,HT1,C2,L,2/19/2017
2411,1,M,B,WS,HT1,C1,L,2/19/2017
2412,1,M,B,WS,HT1,C1,L,2/19/2017
2413,1,M,B,WS,HT1,C1,L,2/19/2017
2414,1,M,B,WS,HT1,C1,L,2/19/2017
2415,1,M,B,WS,HT1,C1,L,2/19/2017
2416,1,H,B,SF,HT1,C1,L,2/19/2017
2417,1,H,B,SF,HT1,C1,L,2/19/2017
2418,1,H,B,SF,HT1,C1,L,2/26/2017
2419,1,H,B,SF,HT1,C1,L,2/26/2017
2420,1,H,B,SF,HT1,C1,L,2/26/2017
2421,1,H,B,SF,HT1,C1,L,2/26/2017
2422,1,H,B,SF,HT1,C1,L,2/26/2017
2423,1,H,B,SF,HT1,C1,L,2/26/2017
2424,2,L,A,SF,HT1,C1,XL,1/31/2017
2425,2,L,A,SF,HT1,C1,XL,1/31/2017
2426,2,L,A,SF,HT1,C1,XL,1/31/2017
2427,2,L,A,SF,HT1,C1,XL,1/31/2017
2428,2,L,A,SF,HT1,C1,XL,1/31/2017
2429,2,L,A,SF,HT1,C1,XL,1/31/2017
2430,2,L,A,SF,HT1,C1,XL,1/31/2017
2431,2,L,B,SF,HT1,C2,XL,1/31/2017
2432,2,L,B,SF,HT1,C2,XL,1/31/2017
2433,2,L,B,SF,HT1,C2,XL,2/14/2017
2434,2,L,B,SF,HT1,C2,XL,2/14/2017
2435,2,L,B,SF,HT1,C2,XL,2/14/2017
2436,2,M,A,SF,HT2,C2,XL,2/14/2017
2437,2,M,A,SF,HT2,C2,XL,2/14/2017
2438,2,M,A,SF,HT2,C2,XL,2/14/2017
2439,2,M,A,SF,HT2,C2,XL,2/14/2017
2440,2,M,A,SF,HT2,C2,XL,2/14/2017
2441,2,M,A,SF,HT2,C2,XL,2/14/2017
2442,2,M,A,WS,HT1,C2,XL,2/14/2017
2443,2,M,A,WS,HT1,C2,XL,2/14/2017
2444,2,M,A,WS,HT1,C2,XL,2/14/2017
2445,2,M,A,WS,HT1,C2,XL,2/21/2017
2446,2,M,A,WS,HT1,C2,XL,2/21/2017
2447,2,M,A,WS,HT1,C2,XL,2/21/2017
2448,2,M,A,WS,HT1,C2,XL,2/21/2017
2449,2,M,A,WS,HT1,C2,XL,2/21/2017
2450,2,M,A,WS,HT2,C1,XL,2/21/2017
2451,2,M,A,WS,HT2,C1,XL,2/21/2017
2452,2,M,A,WS,HT2,C1,XL,2/21/2017
2453,2,M,A,WS,HT2,C1,XL,2/21/2017
2454,2,M,A,WS,HT2,C1,XL,2/21/2017
2455,2,M,A,WS,HT2,C1,XL,2/21/2017
2456,2,M,A,WS,HT2,C2,XL,2/21/2017
2457,2,M,A,WS,HT2,C2,XL,2/21/2017
2458,2,M,A,WS,HT2,C2,XL,2/21/2017
2459,2,M,A,WS,HT2,C2,XL,2/21/2017
2460,2,M,A,WS,HT2,C2,XL,2/21/2017
2461,2,M,B,SF,HT1,C1,XL,2/21/2017
2462,2,M,B,SF,HT1,C1,XL,2/21/2017
2463,2,M,B,SF,HT1,C1,XL,2/21/2017
2464,2,M,B,SF,HT1,C1,XL,2/21/2017
2465,2,M,B,SF,HT1,C1,XL,2/21/2017
2466,2,M,B,SF,HT1,C1,XL,2/21/2017
2467,2,M,B,SF,HT1,C1,XL,2/21/2017
2468,2,M,B,SF,HT1,C2,XL,2/28/2017
2469,2,M,B,SF,HT1,C2,XL,2/28/2017
2470,2,M,B,SF,HT1,C2,XL,2/28/2017
2471,2,M,B,SF,HT1,C2,XL,2/28/2017
2472,2,M,B,SF,HT1,C2,XL,2/28/2017
2473,2,M,B,SF,HT1,C2,XL,2/28/2017
2474,2,M,B,SF,HT1,C2,XL,2/28/2017
2475,2,M,B,SF,HT1,C2,XL,2/28/2017
2476,2,M,B,SF,HT2,C1,XL,2/28/2017
2477,2,M,B,SF,HT2,C1,XL,2/28/2017
2478,2,M,B,SF,HT2,C1,XL,2/28/2017
2479,2,M,B,SF,HT2,C1,XL,2/28/2017
2480,2,M,B,SF,HT2,C1,XL,2/28/2017
2481,2,M,B,SF,HT2,C1,XL,2/28/2017
2482,2,M,B,SF,HT2,C1,XL,2/7/2017
2483,2,H,A,SF,HT2,C1,XL,2/7/2017
2484,2,H,A,SF,HT2,C1,XL,2/7/2017
2485,2,H,A,SF,HT2,C1,XL,2/7/2017
2486,2,H,A,SF,HT2,C1,XL,2/7/2017
2487,2,H,A,SF,HT2,C1,XL,2/7/2017
2488,2,H,A,SF,HT2,C1,XL,2/7/2017
2489,2,H,A,SF,HT2,C1,XL,2/7/2017
2490,2,H,A,WS,HT1,C2,XL,2/7/2017
2491,2,H,A,WS,HT1,C2,XL,2/7/2017
2492,2,H,A,WS,HT1,C2,XL,2/7/2017
2493,2,H,A,WS,HT1,C2,XL,2/7/2017
2494,2,H,A,WS,HT1,C2,XL,2/7/2017
2495,2,H,A,WS,HT1,C2,XL,2/7/2017
2496,2,H,A,WS,HT1,C2,XL,2/7/2017
2497,2,H,A,WS,HT1,C2,XL,2/7/2017
2498,2,H,A,WS,HT2,C2,XL,2/7/2017
2499,2,H,A,WS,HT2,C2,XL,2/7/2017
2500,2,H,A,WS,HT2,C2,XL,2/7/2017
2501,2,H,A,WS,HT2,C2,XL,2/7/2017
2502,2,H,A,WS,HT2,C2,XL,2/7/2017
2503,2,H,B,SF,HT1,C1,XL,2/7/2017
2504,2,H,B,SF,HT1,C1,XL,3/14/2017
